manufacturer,model,engine,transmission,drivetrain,fuel_type
Hyundai,IONIQ Hybrid SEL,"KAPPA 1.6L I-4 gasoline direct injection, DOHC, D-CVVT variable",Automatic,Front-wheel Drive,Gasoline
Hyundai,IONIQ Hybrid Limited,Gas/Electric I-4 1.6 L/96,Automatic,Front-wheel Drive,Hybrid
Hyundai,IONIQ Hybrid Blue,"KAPPA 1.6L I-4 gasoline direct injection, DOHC, D-CVVT variable",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,Regular Unleaded I-4 2.4 L/144,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,4 Cylinder,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,"Theta II 2L I-4 gasoline direct injection, DOHC, variable valve",Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",Other,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,Regular Unleaded I-4 2.4 L/144,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,FWD,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,"Theta II 2L I-4 gasoline direct injection, DOHC, variable valve",Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,"Theta II 2L I-4 gasoline direct injection, DOHC, variable valve",Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,AWD,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,Engine: 2.4L GDI DOHC 16-Valve I4,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L I4 16V GDI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L I4 16V GDI DOHC,6-Speed Automatic,AWD,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,4 Cylinder,Automatic,FWD,Gasoline
Hyundai,Santa Fe Sport 2.4L,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,4 Cylinder,Automatic,AWD,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,"Theta II 2L I-4 gasoline direct injection, DOHC, D-CVVT variable",Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport SPORT,Engine: 2.4L GDI DOHC 16-Valve I4,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,4 Cylinder,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,AWD,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv","Auto, 6-Spd Shiftronic",All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0T Ultimate,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6-Speed Automatic with Shiftronic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",A,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,"Theta II 2L I-4 gasoline direct injection, DOHC, variable valve",Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,Theta II 2.4L I4 185hp 178ft. lbs.,6-Speed Shiftable Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6 Speed Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6-Speed Shiftable Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport,Engine: 2.0L Turbo-GDI DOHC 16-Valve I4,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport,Engine: 2.4L GDI DOHC 16-Valve I4,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6-Speed Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,FWD,Gasoline
Hyundai,Santa Fe Sport 2.4L,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0T Ultimate,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",6-Speed Shiftable Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L I4 DGI DOHC 16V,6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, D-CVVT variab",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,4 Cylinder,Automatic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.0L Turbo,4 Cylinder Engine,6 speed automatic w/shiftronic,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",Automatic 6-Speed,All-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,Engine: 2.4L GDI DOHC 16-Valve I4,Automatic,Front-wheel Drive,Gasoline
Hyundai,Santa Fe Sport 2.4L,2.4L,Automatic,All-wheel Drive,Gasoline
Hyundai,Equus Signature,5.0L V8 32V GDI DOHC,8-Speed Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Signature,"Tau 5L V-8 gasoline direct injection, DOHC, D-CVVT variable valv",Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Ultimate,5.0L V8 32V GDI DOHC,8-Speed Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Ultimate,5.0L V8 32V GDI DOHC,8-Speed Automatic,RWD,Gasoline
Hyundai,Equus Signature,5.0L V8 32V GDI DOHC,8-Speed Automatic,RWD,Gasoline
Hyundai,Equus Signature,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Rear-wheel Drive,Gasoline
Hyundai,Equus Signature,"5L V-8 gasoline direct injection, DOHC, D-CVVT variable valve co",Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Signature,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus,4.6L DOHC MPFI 32-valve Tau V8 engine,Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Signature,V8,Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Ultimate,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Ultimate,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Rear-wheel Drive,Gasoline
Hyundai,Equus Ultimate,Premium Unleaded V-8 5.0 L/307,Automatic,Rear-wheel Drive,Gasoline
Hyundai,Equus Signature,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Rear-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,1.8L I4 16V MPFI DOHC,6-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,1.6L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra N Line,1.6L I4 16V GDI DOHC Turbo,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"Nu 1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,148.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V MPFI DOHC,IVT,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V MPFI DOHC,Automatic CVT,FWD,Gasoline
Hyundai,Elantra Sport,2.0L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,IVT,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"2L I-4 DOHC, variable valve control, engine with 132HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra,2.0L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"1.8L I-4 DOHC, variable valve control, engine with 148HP",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,Automatic CVT,FWD,Gasoline
Hyundai,Elantra N Line,1.6L I4 16V GDI DOHC Turbo,7-Speed DCT Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,2.0L I4 16V GDI DOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,1.8L I4 16V MPFI DOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",7-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,4 Cylinder,Automatic,FWD,Gasoline
Hyundai,Elantra N Line,1.6L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L 4-Cylinder DOHC 16V,IVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,Automatic CVT,FWD,Gasoline
Hyundai,Elantra GLS,"2L I-4 DOHC, variable valve control, engine with 138HP",Automatic 4-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"1.8L I-4 DOHC, variable valve control, engine with 145HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",IVT,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,4 Cylinder Engine,6-SPEED A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,1.8L 4-Cylinder DOHC 16V Dual CVVT,6-Speed Automatic with Overdrive,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,1.6L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,FWD,Gasoline
Hyundai,Elantra SE Value Edition,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra ECO,1.4L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra SEL,2.0L 4-Cylinder DOHC 16V,6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"2L I-4 DOHC, variable valve control, engine with 138HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,2.0L I4 16V MPFI DOHC,Automatic CVT,FWD,Gasoline
Hyundai,Elantra SE,Regular Unleaded I-4 2.0 L/122,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,IVT,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,Regular Unleaded I-4 2.0 L/122,Variable,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 148HP",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,1.8L DOHC MPFI D-CVVT 16-valve I4 engine,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,4 Cylinder,Automatic,FWD,Gasoline
Hyundai,Elantra SE,1.8L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra N Line,1.6L I4 16V GDI DOHC Turbo,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,4 Cylinder,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,Gas I4 1.8L/110,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,1.6L I4 16V GDI DOHC Turbo,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,2.0L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,Regular Unleaded I-4 1.8 L/110,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GS,1.8L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic 6-Speed,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V GDI DOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,4 Cylinder,Automatic,FWD,Gasoline
Hyundai,Elantra ECO,2.0L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,1.8L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra Limited,2.0L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra SE,Regular Unleaded I-4 1.8 L/110,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,"2L I-4 DOHC, variable valve control, engine with 138HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Sport,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,138.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",CVT Transmission,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,2.0L I4 16V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS PZEV,1.8L DOHC MPFI D-CVVT 16-valve I4 engine,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,Regular Unleaded I-4 2.0 L/122,Automatic,,Gasoline
Hyundai,Elantra GLS,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Variable,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,148.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Hyundai,Elantra GS,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 148HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GT,"2L I-4 DOHC, variable valve control, engine with 138HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,2.0L I4 16V MPFI DOHC,5-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,1.8L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra Sport,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra Value Edition,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,1.8L I4 16V MPFI DOHC,6-Speed Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,2.0L DOHC MPI 16-valve I4 engine w/continuously variable valve t,Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra Sport,4 Cylinder,Manual,Front-wheel Drive,Gasoline
Hyundai,Elantra SEL,Engine: 2.0L DOHC 16V 4-Cylinder D-CVVT MPI,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V MPFI DOHC,6-Speed Manual,FWD,Gasoline
Hyundai,Elantra SEL,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",AUTOMATIC,Front-wheel Drive,Gasoline
Hyundai,Elantra GLS,1.8L DOHC MPFI D-CVVT 16-valve I4 engine,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra N Line,"1.6L I-4 gasoline direct injection, DOHC, CVVD variable valve co",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,Regular Unleaded I-4 2.0 L/122,Variable,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 145HP",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,"1.8L I-4 DOHC, D-CVVT variable valve control, engine with 148HP",Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,Engine: 2.0L DOHC 16V 4-Cylinder D-CVVT GDI,Automatic,Front-wheel Drive,Gasoline
Hyundai,Elantra SE,2.0L I4 16V GDI DOHC,6-Speed Automatic,FWD,Gasoline
Hyundai,Elantra Limited,"Nu 2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",6-Speed Automatic with Shiftronic,Front-wheel Drive,Gasoline
Hyundai,Elantra N Line,1.6L I4 16V GDI DOHC Turbo,,Front-wheel Drive,Gasoline
Hyundai,Elantra Limited,Regular Unleaded I-4 2.0 L/122,Variable,Front-wheel Drive,Gasoline
